County Name,Quarterly Rate,Overdose Type,Type of Rate,Time Measure,Time Period,Year,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
York,8.42901914,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Greene,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,30,30,42,059,"(39.8548039342, -80.2294381655)"
Centre,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,14,14,42,027,"(40.9193135008, -77.8250011212)"
Indiana,7.406623638,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Forest,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,No Emergency Department Identified in County.,27,27,42,053,"(41.5135787577, -79.2378099483)"
Bucks,0.604767157,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,9,09,42,017,"(40.335011331, -75.1129124111)"
Wayne,54.8911978,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Montgomery,46.20235024,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,46,46,42,091,"(40.209898739, -75.3725200072)"
Venango,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,61,61,42,121,"(41.4034125863, -79.7628656104)"
Pennsylvania,11.38566953,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
Mifflin,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Not displayed when count is between 1 and 4.,44,44,42,087,"(40.6127492804, -77.6200308901)"
Perry,1.083963839,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Somerset,46.85131597,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Adams,5.27673546,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Clarion,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,16,16,42,031,"(41.1927912877, -79.4248360769)"
McKean,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,42,42,42,083,"(41.810370736, -78.5712201998)"
Armstrong,0.761707443,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Warren,6.051589803,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,62,62,42,123,"(41.8167523652, -79.278581578)"
York,0.717363331,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Warren,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,Not displayed when count is between 1 and 4.,62,62,42,123,"(41.8167523652, -79.278581578)"
Clinton,1.538540438,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Lehigh,1.391564391,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Cameron,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,12,12,42,023,"(41.4388026531, -78.2091693241)"
Wyoming,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,Not displayed when count is between 1 and 4.,66,66,42,131,"(41.5189248803, -76.0181300338)"
Montour,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Crawford,7.133515634,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Montgomery,3.210088851,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,46,46,42,091,"(40.209898739, -75.3725200072)"
Northumberland,0.869291202,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Armstrong,9.450307135,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Huntingdon,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,31,31,42,061,"(40.4161050032, -77.9827661036)"
Susquehanna,3.659875564,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Carbon,22.55838641,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Tioga,47.82400765,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Centre,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,Not displayed when count is between 1 and 4.,14,14,42,027,"(40.9193135008, -77.8250011212)"
Lehigh,8.177767751,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Lehigh,8.840526721,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Bradford,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,8,08,42,015,"(41.7911781401, -76.5182562384)"
Wayne,4.491748853,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Beaver,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Not displayed when count is between 1 and 4.,4,04,42,007,"(40.6834924548, -80.3510735648)"
Lycoming,1.141943588,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,41,41,42,081,"(41.3445979226, -77.069424568)"
Lancaster,17.44700174,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Montour,0,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Mifflin,51.67958656,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Chester,0.423652928,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q4,2016,10/01/2016,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Pennsylvania,8.712637354,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
Jefferson,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Fulton,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Lycoming,0.702734516,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,41,41,42,081,"(41.3445979226, -77.069424568)"
Tioga,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Lycoming,51.65733965,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,41,41,42,081,"(41.3445979226, -77.069424568)"
Fayette,31.77225647,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
Lawrence,3.56039463,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,37,37,42,073,"(40.9932503514, -80.3375411446)"
Columbia,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance. Not displayed when count is between 1 and 4.,19,19,42,037,"(41.0491208559, -76.4100217975)"
Pennsylvania,1.867941969,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
Butler,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,10,10,42,019,"(40.9108318483, -79.9171177889)"
Beaver,48.66538859,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Northumberland,58.12678219,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Huntingdon,0,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Warren,0,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,62,62,42,123,"(41.8167523652, -79.278581578)"
Blair,0.566999036,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
Forest,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,No Emergency Department Identified in County.,27,27,42,053,"(41.5135787577, -79.2378099483)"
Pike,1.256935591,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,52,52,42,103,"(41.332571995, -75.0327092448)"
Perry,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q1,2019,01/01/2019,No Emergency Department Identified in County.,50,50,42,099,"(40.4041531744, -77.2590738496)"
Cambria,1.803778917,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,11,11,42,021,"(40.4912749067, -78.7189417385)"
Mifflin,42.05607477,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Crawford,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,Not displayed when count is between 1 and 4.,20,20,42,039,"(41.6854690692, -80.1132108295)"
Luzerne,3.277211093,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
Mifflin,59.52380952,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Luzerne,28.63399023,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Less than 100% of Emergency Departments in the County are Under Surveillance.,40,40,42,079,"(41.1783643884, -75.991996098)"
Jefferson,19.48684638,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2016 Q4,2016,10/01/2016,Less than 100% of Emergency Departments in the County are Under Surveillance.,33,33,42,065,"(41.1313909115, -79.0010181419)"
Chester,0.462166831,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q1,2017,01/01/2017,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Lackawanna,8.927390557,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Mercer,9.932885906,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,43,43,42,085,"(41.302377765, -80.2600941079)"
Venango,70.6809841,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q2,2018,04/01/2018,,61,61,42,121,"(41.4034125863, -79.7628656104)"
Bucks,7.889694556,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,9,09,42,017,"(40.335011331, -75.1129124111)"
Philadelphia,3.921908477,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,,51,51,42,101,"(40.0044435384, -75.140236002)"
Indiana,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q3,2018,07/01/2018,Not displayed when count is between 1 and 4.,32,32,42,063,"(40.6529549748, -79.0933349286)"
Carbon,2.505755407,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,13,13,42,025,"(40.9193670081, -75.7110703866)"
Potter,,Any Drug Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,Not displayed when count is between 1 and 4.,53,53,42,105,"(41.7442064382, -77.8987922939)"
Crawford,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q3,2017,07/01/2017,Not displayed when count is between 1 and 4.,20,20,42,039,"(41.6854690692, -80.1132108295)"
York,30.98853424,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Lackawanna,8.920056367,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q2,2019,04/01/2019,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Centre,,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q4,2018,10/01/2018,Not displayed when count is between 1 and 4.,14,14,42,027,"(40.9193135008, -77.8250011212)"
Perry,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q1,2017,01/01/2017,No Emergency Department Identified in County.,50,50,42,099,"(40.4041531744, -77.2590738496)"
Greene,4.895295078,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2019 Q1,2019,01/01/2019,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Northumberland,0.543307001,Heroin Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2017 Q4,2017,10/01/2017,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Fayette,1.825039543,Any Opioid Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,26,26,42,051,"(39.919447803, -79.6518963464)"
Montgomery,6.458127847,Any Opioid Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2017 Q2,2017,04/01/2017,Less than 100% of Emergency Departments in the County are Under Surveillance.,46,46,42,091,"(40.209898739, -75.3725200072)"
Butler,5.397951985,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2018 Q1,2018,01/01/2018,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Erie,9.178956877,Any Drug Overdose,"Rate of ED Visits per 10,000 Population (by patient location)",Quarterly Rates,2016 Q3,2016,07/01/2016,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Snyder,,Heroin Overdose,"Rate of ED Visits per 10,000 Visits (by facility location)",Quarterly Rates,2018 Q3,2018,07/01/2018,No Emergency Department Identified in County.,55,55,42,109,"(40.7711373692, -77.0725596804)"
